"Step","base_configs - grad_norm","base_configs - grad_norm__MIN","base_configs - grad_norm__MAX"
"623","0.14893988931088786","0.14893988931088786","0.14893988931088786"
"633","0.17578650671060117","0.17578650671060117","0.17578650671060117"
"643","0.20361129837818337","0.20361129837818337","0.20361129837818337"
"653","0.24674987437190704","0.24674987437190704","0.24674987437190704"
"663","0.6748666529832027","0.6748666529832027","0.6748666529832027"
"673","0.25461692699586613","0.25461692699586613","0.25461692699586613"
"683","0.1639003965151689","0.1639003965151689","0.1639003965151689"
"693","0.1445315534649632","0.1445315534649632","0.1445315534649632"
"703","0.2726646947727763","0.2726646947727763","0.2726646947727763"
"713","0.12739596691515323","0.12739596691515323","0.12739596691515323"
"723","0.1176143162596221","0.1176143162596221","0.1176143162596221"
"733","0.24317651116578956","0.24317651116578956","0.24317651116578956"
"743","0.11130197749185104","0.11130197749185104","0.11130197749185104"
"753","0.16306703857388966","0.16306703857388966","0.16306703857388966"
"763","0.11740074753702164","0.11740074753702164","0.11740074753702164"
"773","0.12666583003165735","0.12666583003165735","0.12666583003165735"
"783","0.16513479130900272","0.16513479130900272","0.16513479130900272"
"793","0.2911139792630586","0.2911139792630586","0.2911139792630586"
"803","0.2866459735106823","0.2866459735106823","0.2866459735106823"
"813","0.1844541930697089","0.1844541930697089","0.1844541930697089"
"823","0.10703883085186928","0.10703883085186928","0.10703883085186928"
"833","0.169362990432567","0.169362990432567","0.169362990432567"
"843","0.15886706513621615","0.15886706513621615","0.15886706513621615"
"853","0.16381440700024158","0.16381440700024158","0.16381440700024158"
"863","0.10235947196474454","0.10235947196474454","0.10235947196474454"
"873","0.21363153254168596","0.21363153254168596","0.21363153254168596"
"883","0.09900806256805483","0.09900806256805483","0.09900806256805483"
"889","0.14111618006346516","0.14111618006346516","0.14111618006346516"
"899","0.06744895589012251","0.06744895589012251","0.06744895589012251"
"909","0.14503492375485366","0.14503492375485366","0.14503492375485366"
"919","0.4324445840035808","0.4324445840035808","0.4324445840035808"
"929","0.20229211559078547","0.20229211559078547","0.20229211559078547"
"939","0.13914926416460868","0.13914926416460868","0.13914926416460868"
"949","0.19623070472360124","0.19623070472360124","0.19623070472360124"
"959","0.1630025082041543","0.1630025082041543","0.1630025082041543"
"969","0.09119903680970563","0.09119903680970563","0.09119903680970563"
"979","0.15171023835239447","0.15171023835239447","0.15171023835239447"
"989","0.20744463730934137","0.20744463730934137","0.20744463730934137"
"999","0.13809217545119715","0.13809217545119715","0.13809217545119715"
"1009","0.14477381911008597","0.14477381911008597","0.14477381911008597"
"1019","0.12419638873192984","0.12419638873192984","0.12419638873192984"
"1029","0.10030893807612418","0.10030893807612418","0.10030893807612418"
"1039","0.14026785536843653","0.14026785536843653","0.14026785536843653"
"1049","0.1876163909817257","0.1876163909817257","0.1876163909817257"
"1059","0.2540301566179184","0.2540301566179184","0.2540301566179184"
"1069","0.21250838372331915","0.21250838372331915","0.21250838372331915"
"1079","0.21587877800759728","0.21587877800759728","0.21587877800759728"
"1089","0.2887694064126047","0.2887694064126047","0.2887694064126047"
"1099","0.21152070341441992","0.21152070341441992","0.21152070341441992"
"1109","0.2371789860174026","0.2371789860174026","0.2371789860174026"
"1119","0.3145563602076542","0.3145563602076542","0.3145563602076542"
"1129","0.15607003101375064","0.15607003101375064","0.15607003101375064"
"1139","0.10420030038739812","0.10420030038739812","0.10420030038739812"
"1149","0.13749386385756895","0.13749386385756895","0.13749386385756895"
"1159","0.22139110605381915","0.22139110605381915","0.22139110605381915"
"1169","0.1163247761461788","0.1163247761461788","0.1163247761461788"
"1179","0.16679585294805066","0.16679585294805066","0.16679585294805066"
"1185","0.1670074559104852","0.1670074559104852","0.1670074559104852"
"1195","0.595424541157118","0.595424541157118","0.595424541157118"
"1205","0.48112684562192665","0.48112684562192665","0.48112684562192665"
"1215","0.24622911062964103","0.24622911062964103","0.24622911062964103"
"1225","0.3546600864425422","0.3546600864425422","0.3546600864425422"
"1235","0.2060982493966425","0.2060982493966425","0.2060982493966425"
"1245","0.17208492150168664","0.17208492150168664","0.17208492150168664"
"1255","0.1552529441258136","0.1552529441258136","0.1552529441258136"
"1265","0.08305111823637466","0.08305111823637466","0.08305111823637466"
"1275","0.16299860026817756","0.16299860026817756","0.16299860026817756"
"1285","0.2327976190345199","0.2327976190345199","0.2327976190345199"
"1295","0.16659047472992203","0.16659047472992203","0.16659047472992203"
"1305","0.16323946432931846","0.16323946432931846","0.16323946432931846"
"1315","0.20102184513368948","0.20102184513368948","0.20102184513368948"
"1325","0.2666468269716765","0.2666468269716765","0.2666468269716765"
"1335","0.17039695633540872","0.17039695633540872","0.17039695633540872"
"1345","0.16244093351140065","0.16244093351140065","0.16244093351140065"
"1355","0.1542709851084972","0.1542709851084972","0.1542709851084972"
"1365","0.2560578322809905","0.2560578322809905","0.2560578322809905"
"1375","0.29918903854971884","0.29918903854971884","0.29918903854971884"
"1385","0.13204322193088378","0.13204322193088378","0.13204322193088378"
"1395","0.26989885138947955","0.26989885138947955","0.26989885138947955"
"1405","0.19225337385950825","0.19225337385950825","0.19225337385950825"
"1415","0.1691660267733386","0.1691660267733386","0.1691660267733386"
"1425","0.14023789984608476","0.14023789984608476","0.14023789984608476"
"1435","0.14634868828643427","0.14634868828643427","0.14634868828643427"
"1445","0.193334957477706","0.193334957477706","0.193334957477706"
"1455","0.09864402102314844","0.09864402102314844","0.09864402102314844"
"1465","0.1787428563225708","0.1787428563225708","0.1787428563225708"
"1475","0.15992093728506357","0.15992093728506357","0.15992093728506357"
"1481","0.19714547896387696","0.19714547896387696","0.19714547896387696"
"1491","0.0897621193585817","0.0897621193585817","0.0897621193585817"
"1501","0.13997267227111926","0.13997267227111926","0.13997267227111926"
"1511","0.12979359811859276","0.12979359811859276","0.12979359811859276"
"1521","0.17124369195019395","0.17124369195019395","0.17124369195019395"
"1531","0.19334901714465053","0.19334901714465053","0.19334901714465053"
"1541","0.12637133705448883","0.12637133705448883","0.12637133705448883"
"1551","0.1592657385296554","0.1592657385296554","0.1592657385296554"
"1561","0.1439125599753096","0.1439125599753096","0.1439125599753096"
"1571","0.19600063492666753","0.19600063492666753","0.19600063492666753"
"1581","0.22984371591738204","0.22984371591738204","0.22984371591738204"
"1591","0.18294166262870704","0.18294166262870704","0.18294166262870704"
"1601","0.22312239742097292","0.22312239742097292","0.22312239742097292"
"1611","0.25990500550598633","0.25990500550598633","0.25990500550598633"
"1621","0.0981813257463976","0.0981813257463976","0.0981813257463976"
"1631","0.20266123038187697","0.20266123038187697","0.20266123038187697"
"1641","0.3438775150022894","0.3438775150022894","0.3438775150022894"
"1651","0.22163529438038665","0.22163529438038665","0.22163529438038665"
"1661","0.11078904789553576","0.11078904789553576","0.11078904789553576"
"1671","0.20657267616167016","0.20657267616167016","0.20657267616167016"
"1681","0.2483924517958137","0.2483924517958137","0.2483924517958137"
"1691","0.10439269400283964","0.10439269400283964","0.10439269400283964"
"1701","0.1206299216313322","0.1206299216313322","0.1206299216313322"
"1711","0.27591005073004704","0.27591005073004704","0.27591005073004704"
"1721","0.095691808614117","0.095691808614117","0.095691808614117"
"1731","0.2813570641684949","0.2813570641684949","0.2813570641684949"
"1741","0.12218314082803232","0.12218314082803232","0.12218314082803232"
"1751","0.16538691724979368","0.16538691724979368","0.16538691724979368"
"1761","0.1628394888725012","0.1628394888725012","0.1628394888725012"
"1771","0.27729448004238233","0.27729448004238233","0.27729448004238233"
"1777","0.2008872673592997","0.2008872673592997","0.2008872673592997"
"1787","0.10912073570313578","0.10912073570313578","0.10912073570313578"
"1797","0.32295013147401713","0.32295013147401713","0.32295013147401713"
"1807","0.14860920088638038","0.14860920088638038","0.14860920088638038"
"1817","0.8919911407451532","0.8919911407451532","0.8919911407451532"
"1827","0.12326138962815004","0.12326138962815004","0.12326138962815004"
"1837","0.22876222046064695","0.22876222046064695","0.22876222046064695"
"1847","0.103953592843628","0.103953592843628","0.103953592843628"
"1857","0.15484193843236652","0.15484193843236652","0.15484193843236652"
"1867","0.15772243934512392","0.15772243934512392","0.15772243934512392"
"1877","0.357282588801494","0.357282588801494","0.357282588801494"
"1887","0.18556419841978056","0.18556419841978056","0.18556419841978056"
"1897","0.17276155650672323","0.17276155650672323","0.17276155650672323"
"1907","0.15717770988682522","0.15717770988682522","0.15717770988682522"
"1917","0.25080771474761626","0.25080771474761626","0.25080771474761626"
"1927","0.4497493093555483","0.4497493093555483","0.4497493093555483"
"1937","0.10096230920297986","0.10096230920297986","0.10096230920297986"
"1947","0.1399465843098768","0.1399465843098768","0.1399465843098768"
"1957","0.1761421128251063","0.1761421128251063","0.1761421128251063"
"1967","0.23000470504317969","0.23000470504317969","0.23000470504317969"
"1977","0.1277683267044388","0.1277683267044388","0.1277683267044388"
"1987","0.3190991960495826","0.3190991960495826","0.3190991960495826"
"1997","0.19272332302936088","0.19272332302936088","0.19272332302936088"
"2007","0.194733672369578","0.194733672369578","0.194733672369578"
"2017","0.2348586033623201","0.2348586033623201","0.2348586033623201"
"2027","0.14177950166096637","0.14177950166096637","0.14177950166096637"
"2037","0.10000321201981692","0.10000321201981692","0.10000321201981692"
"2047","0.19896968256138317","0.19896968256138317","0.19896968256138317"
"2057","0.092865527074412","0.092865527074412","0.092865527074412"
"2067","0.07546516661279402","0.07546516661279402","0.07546516661279402"
"2073","0.20317416473311192","0.20317416473311192","0.20317416473311192"
"2083","0.21397493139093965","0.21397493139093965","0.21397493139093965"
"2093","0.22168063880389685","0.22168063880389685","0.22168063880389685"
"2103","0.19040292597005953","0.19040292597005953","0.19040292597005953"
"2113","0.8102959470024137","0.8102959470024137","0.8102959470024137"
"2123","0.2439685366608265","0.2439685366608265","0.2439685366608265"
"2133","0.1687359351383612","0.1687359351383612","0.1687359351383612"
"2143","0.11229976189344255","0.11229976189344255","0.11229976189344255"
"2153","0.14376795743964976","0.14376795743964976","0.14376795743964976"
"2163","0.12596144830867134","0.12596144830867134","0.12596144830867134"
"2173","0.17880059045665203","0.17880059045665203","0.17880059045665203"
"2183","0.18346375763686057","0.18346375763686057","0.18346375763686057"
"2193","0.5016383179639947","0.5016383179639947","0.5016383179639947"
"2203","0.17998389341699794","0.17998389341699794","0.17998389341699794"
"2213","0.13828760666837325","0.13828760666837325","0.13828760666837325"
"2223","0.14870530032005627","0.14870530032005627","0.14870530032005627"
"2233","0.3165144069345371","0.3165144069345371","0.3165144069345371"
"2243","0.16957158282349133","0.16957158282349133","0.16957158282349133"
"2253","0.2661316997503584","0.2661316997503584","0.2661316997503584"
"2263","0.1280892517020364","0.1280892517020364","0.1280892517020364"
"2273","0.19265614251768085","0.19265614251768085","0.19265614251768085"
"2283","0.11820619836604664","0.11820619836604664","0.11820619836604664"
"2293","0.09233052797310408","0.09233052797310408","0.09233052797310408"
"2303","0.18736939061049443","0.18736939061049443","0.18736939061049443"
"2313","0.13712597359082757","0.13712597359082757","0.13712597359082757"
"2323","0.15163655149860583","0.15163655149860583","0.15163655149860583"
"2333","0.1526158788125425","0.1526158788125425","0.1526158788125425"
"2343","0.20517808754497308","0.20517808754497308","0.20517808754497308"
"2353","0.10882638501086542","0.10882638501086542","0.10882638501086542"
"2363","0.13624690435214856","0.13624690435214856","0.13624690435214856"
"2369","0.33389180582622235","0.33389180582622235","0.33389180582622235"
"2379","0.16128491672056355","0.16128491672056355","0.16128491672056355"
"2389","0.11094725644261592","0.11094725644261592","0.11094725644261592"
"2399","0.4224319340297843","0.4224319340297843","0.4224319340297843"
"2409","0.2303763454530432","0.2303763454530432","0.2303763454530432"
"2419","0.24714595658263452","0.24714595658263452","0.24714595658263452"
"2429","0.114383771572598","0.114383771572598","0.114383771572598"
"2439","0.16338624798039184","0.16338624798039184","0.16338624798039184"
"2449","0.09926370435734024","0.09926370435734024","0.09926370435734024"
"2459","0.10141495236798569","0.10141495236798569","0.10141495236798569"
"2469","0.3398040067706406","0.3398040067706406","0.3398040067706406"
"2479","0.11103269050327146","0.11103269050327146","0.11103269050327146"
"2489","0.19167236611442412","0.19167236611442412","0.19167236611442412"
"2499","0.29596360734623944","0.29596360734623944","0.29596360734623944"
"2509","0.13307165736006787","0.13307165736006787","0.13307165736006787"
"2519","0.28572812793749225","0.28572812793749225","0.28572812793749225"
"2529","0.23384504673499737","0.23384504673499737","0.23384504673499737"
"2539","0.1355386600749367","0.1355386600749367","0.1355386600749367"
"2549","0.23322554431433545","0.23322554431433545","0.23322554431433545"
"2559","0.1771820664389416","0.1771820664389416","0.1771820664389416"
"2569","0.23089372729693064","0.23089372729693064","0.23089372729693064"
"2579","0.15465849980206775","0.15465849980206775","0.15465849980206775"
"2589","0.26528867308988613","0.26528867308988613","0.26528867308988613"
"2599","0.31336620198347814","0.31336620198347814","0.31336620198347814"
"2609","0.1904826115503328","0.1904826115503328","0.1904826115503328"
"2619","0.24292171431787776","0.24292171431787776","0.24292171431787776"
"2629","0.2056247030846501","0.2056247030846501","0.2056247030846501"
"2639","0.19625431735592969","0.19625431735592969","0.19625431735592969"
"2649","0.07973699570342353","0.07973699570342353","0.07973699570342353"
"2659","0.1921781244334752","0.1921781244334752","0.1921781244334752"
"2665","0.14098402300960663","0.14098402300960663","0.14098402300960663"
"2675","0.12388807795697074","0.12388807795697074","0.12388807795697074"
"2685","0.1916975303758763","0.1916975303758763","0.1916975303758763"
"2695","0.27344617890754624","0.27344617890754624","0.27344617890754624"
"2705","0.35359522476578703","0.35359522476578703","0.35359522476578703"
"2715","0.08356848716597488","0.08356848716597488","0.08356848716597488"
"2725","0.14375310073917705","0.14375310073917705","0.14375310073917705"
"2735","0.16052727379958656","0.16052727379958656","0.16052727379958656"
"2745","0.09793250031265575","0.09793250031265575","0.09793250031265575"
"2755","0.1985076536037931","0.1985076536037931","0.1985076536037931"
"2765","0.15271987587878752","0.15271987587878752","0.15271987587878752"
"2775","0.0989558887285652","0.0989558887285652","0.0989558887285652"
"2785","0.14847564005192407","0.14847564005192407","0.14847564005192407"
"2795","0.2219643189748307","0.2219643189748307","0.2219643189748307"
"2805","0.17627378774793595","0.17627378774793595","0.17627378774793595"
"2815","0.1398309882455586","0.1398309882455586","0.1398309882455586"
"2825","0.15226058334676418","0.15226058334676418","0.15226058334676418"
"2835","0.3632888999464805","0.3632888999464805","0.3632888999464805"
"2845","0.17935428714819865","0.17935428714819865","0.17935428714819865"
"2855","0.14938643776484717","0.14938643776484717","0.14938643776484717"
"2865","0.19689159809678208","0.19689159809678208","0.19689159809678208"
"2875","0.18532107521632332","0.18532107521632332","0.18532107521632332"
"2885","0.1368444290381076","0.1368444290381076","0.1368444290381076"
"2895","0.45373450941596094","0.45373450941596094","0.45373450941596094"
"2905","0.12579097295571098","0.12579097295571098","0.12579097295571098"
"2915","0.1480339568180117","0.1480339568180117","0.1480339568180117"
"2925","0.14671203912509936","0.14671203912509936","0.14671203912509936"
"2935","0.16676812558391726","0.16676812558391726","0.16676812558391726"
"2945","0.12857382960428368","0.12857382960428368","0.12857382960428368"
"2955","0.19626688920542104","0.19626688920542104","0.19626688920542104"
"2961","0.25131555951077394","0.25131555951077394","0.25131555951077394"
"2971","0.3524524329841655","0.3524524329841655","0.3524524329841655"
"2981","0.2223040937523859","0.2223040937523859","0.2223040937523859"
"2991","0.18814899109416575","0.18814899109416575","0.18814899109416575"
"3001","0.18642860335578615","0.18642860335578615","0.18642860335578615"
"3011","0.11552412997708382","0.11552412997708382","0.11552412997708382"
"3021","0.1514429874398071","0.1514429874398071","0.1514429874398071"
"3031","0.14624763284939732","0.14624763284939732","0.14624763284939732"
"3041","0.12431502615186692","0.12431502615186692","0.12431502615186692"
"3051","0.14056865934561377","0.14056865934561377","0.14056865934561377"
"3061","1.109313434923456","1.109313434923456","1.109313434923456"
"3071","0.08915271599059091","0.08915271599059091","0.08915271599059091"
"3081","0.3647777790390049","0.3647777790390049","0.3647777790390049"
"3091","0.14770059733866708","0.14770059733866708","0.14770059733866708"
"3101","0.14641249215741475","0.14641249215741475","0.14641249215741475"
"3111","0.21202674354498535","0.21202674354498535","0.21202674354498535"
"3121","0.17309574652041465","0.17309574652041465","0.17309574652041465"
"3131","0.3422194811232137","0.3422194811232137","0.3422194811232137"
"3141","0.1515948815248861","0.1515948815248861","0.1515948815248861"
"3151","0.11507651884630882","0.11507651884630882","0.11507651884630882"
"3161","0.18679951388782476","0.18679951388782476","0.18679951388782476"
"3171","0.2226418147461034","0.2226418147461034","0.2226418147461034"
"3181","0.0691247259990044","0.0691247259990044","0.0691247259990044"
"3191","0.23450051045852133","0.23450051045852133","0.23450051045852133"
"3201","0.18210624380108908","0.18210624380108908","0.18210624380108908"
"3211","0.3325131753908414","0.3325131753908414","0.3325131753908414"
"3221","0.08404589860914989","0.08404589860914989","0.08404589860914989"
"3231","0.19309200398872767","0.19309200398872767","0.19309200398872767"
"3241","0.17488072974588958","0.17488072974588958","0.17488072974588958"
"3251","0.5074749425358701","0.5074749425358701","0.5074749425358701"
"3257","0.14214290491717949","0.14214290491717949","0.14214290491717949"
"3267","0.14198132190207272","0.14198132190207272","0.14198132190207272"
"3277","0.20849621323778228","0.20849621323778228","0.20849621323778228"
"3287","0.06452043201194178","0.06452043201194178","0.06452043201194178"
"3297","0.24201328992896085","0.24201328992896085","0.24201328992896085"
"3307","0.16241732069403017","0.16241732069403017","0.16241732069403017"
"3317","0.12881982096411426","0.12881982096411426","0.12881982096411426"
"3327","0.142760867377106","0.142760867377106","0.142760867377106"
"3337","0.15813873428256958","0.15813873428256958","0.15813873428256958"
"3347","0.26478473749589343","0.26478473749589343","0.26478473749589343"
"3357","0.20833072359249363","0.20833072359249363","0.20833072359249363"
"3367","0.2104549859246874","0.2104549859246874","0.2104549859246874"
"3377","0.13813383768017115","0.13813383768017115","0.13813383768017115"
"3387","0.1306761303399927","0.1306761303399927","0.1306761303399927"
"3397","0.15054662567645818","0.15054662567645818","0.15054662567645818"
"3407","0.18380056506956352","0.18380056506956352","0.18380056506956352"
"3417","0.18737891601793735","0.18737891601793735","0.18737891601793735"
"3427","0.3550987036325917","0.3550987036325917","0.3550987036325917"
"3437","0.6098962391182162","0.6098962391182162","0.6098962391182162"
"3447","0.16158194302989182","0.16158194302989182","0.16158194302989182"
"3457","0.2355848525340812","0.2355848525340812","0.2355848525340812"
"3467","0.5006182668811543","0.5006182668811543","0.5006182668811543"
"3477","0.29974165056399743","0.29974165056399743","0.29974165056399743"
"3487","0.1448626607047504","0.1448626607047504","0.1448626607047504"
"3497","0.12902927227211047","0.12902927227211047","0.12902927227211047"
"3507","0.195108785864671","0.195108785864671","0.195108785864671"
"3517","0.28109286299441416","0.28109286299441416","0.28109286299441416"
"3527","0.10567918850314063","0.10567918850314063","0.10567918850314063"
"3537","0.09414064786715091","0.09414064786715091","0.09414064786715091"
"3547","0.17333373048008818","0.17333373048008818","0.17333373048008818"
"3553","0.20452178072701097","0.20452178072701097","0.20452178072701097"
"3563","0.1201551700913927","0.1201551700913927","0.1201551700913927"
"3573","0.10157685145396517","0.10157685145396517","0.10157685145396517"
"3583","0.1250617352451951","0.1250617352451951","0.1250617352451951"
"3593","0.12111576898706648","0.12111576898706648","0.12111576898706648"
"3603","0.1807367721524093","0.1807367721524093","0.1807367721524093"
"3613","0.09572900815230408","0.09572900815230408","0.09572900815230408"
"3623","0.12011815862063369","0.12011815862063369","0.12011815862063369"
"3633","0.2026400102847815","0.2026400102847815","0.2026400102847815"
"3643","0.3397835937909684","0.3397835937909684","0.3397835937909684"
"3653","0.21099995775704175","0.21099995775704175","0.21099995775704175"
"3663","0.14166890362698537","0.14166890362698537","0.14166890362698537"
"3673","0.09291916585826678","0.09291916585826678","0.09291916585826678"
"3683","0.19593226826819324","0.19593226826819324","0.19593226826819324"
"3693","0.18181005754082596","0.18181005754082596","0.18181005754082596"
"3703","0.13682986687641363","0.13682986687641363","0.13682986687641363"
"3713","0.13222922178893098","0.13222922178893098","0.13222922178893098"
"3723","0.06446640880796417","0.06446640880796417","0.06446640880796417"
"3733","0.24414601169538164","0.24414601169538164","0.24414601169538164"
"3743","0.08353076056127955","0.08353076056127955","0.08353076056127955"
"3753","0.303569507139849","0.303569507139849","0.303569507139849"
"3763","0.11189533280901202","0.11189533280901202","0.11189533280901202"
"3773","0.10836108039734332","0.10836108039734332","0.10836108039734332"
"3783","0.17909129825463913","0.17909129825463913","0.17909129825463913"
"3793","0.4485641672357517","0.4485641672357517","0.4485641672357517"
"3803","0.17335571479769296","0.17335571479769296","0.17335571479769296"
"3813","0.3958853475083288","0.3958853475083288","0.3958853475083288"
"3823","0.2171103529725359","0.2171103529725359","0.2171103529725359"
"3833","0.373722796879167","0.373722796879167","0.373722796879167"
"3843","0.1189637099359926","0.1189637099359926","0.1189637099359926"
"3849","0.1366547259867932","0.1366547259867932","0.1366547259867932"
"3859","0.1305592404133962","0.1305592404133962","0.1305592404133962"
"3869","0.06696901672850449","0.06696901672850449","0.06696901672850449"
"3879","0.1656270847009696","0.1656270847009696","0.1656270847009696"
"3889","0.12526232073028482","0.12526232073028482","0.12526232073028482"
"3899","0.3895734637606818","0.3895734637606818","0.3895734637606818"
"3909","0.05719944198036714","0.05719944198036714","0.05719944198036714"
"3919","0.17869809471935355","0.17869809471935355","0.17869809471935355"
"3929","0.4007504862732822","0.4007504862732822","0.4007504862732822"
"3939","0.31092431175007673","0.31092431175007673","0.31092431175007673"
"3949","0.2066219174670524","0.2066219174670524","0.2066219174670524"
"3959","0.2551698960839287","0.2551698960839287","0.2551698960839287"
"3969","0.21020611110609808","0.21020611110609808","0.21020611110609808"
"3979","0.18265800140169117","0.18265800140169117","0.18265800140169117"
"3989","0.24857295985131175","0.24857295985131175","0.24857295985131175"
"3999","0.46050477019567654","0.46050477019567654","0.46050477019567654"
"4009","0.2082569486555445","0.2082569486555445","0.2082569486555445"
"4019","0.15605837117225876","0.15605837117225876","0.15605837117225876"
"4029","0.17930231057169546","0.17930231057169546","0.17930231057169546"
"4039","0.19040103347335488","0.19040103347335488","0.19040103347335488"
"4049","0.21970520098546265","0.21970520098546265","0.21970520098546265"
"4059","0.13283098263475154","0.13283098263475154","0.13283098263475154"
"4069","0.08735633187234855","0.08735633187234855","0.08735633187234855"
"4079","0.1254334495349629","0.1254334495349629","0.1254334495349629"
"4089","0.17799859195655543","0.17799859195655543","0.17799859195655543"
"4099","0.1407711713910405","0.1407711713910405","0.1407711713910405"
"4109","0.17530739392995326","0.17530739392995326","0.17530739392995326"
"4119","0.2951678352224545","0.2951678352224545","0.2951678352224545"
"4129","0.12538577003691886","0.12538577003691886","0.12538577003691886"
"4139","0.4491391711824828","0.4491391711824828","0.4491391711824828"
"4145","0.23400121577478433","0.23400121577478433","0.23400121577478433"
"4155","0.1995041585018905","0.1995041585018905","0.1995041585018905"
"4165","0.33269147678832933","0.33269147678832933","0.33269147678832933"
"4175","0.34092922939502024","0.34092922939502024","0.34092922939502024"
"4185","0.3947086230513034","0.3947086230513034","0.3947086230513034"
"4195","0.17298500330617922","0.17298500330617922","0.17298500330617922"
"4205","0.3914995773299104","0.3914995773299104","0.3914995773299104"
"4215","0.3071189958395583","0.3071189958395583","0.3071189958395583"
"4225","0.41964355711160034","0.41964355711160034","0.41964355711160034"
"4235","0.3291074588725838","0.3291074588725838","0.3291074588725838"
"4245","0.4004523512042749","0.4004523512042749","0.4004523512042749"
"4255","0.19901199109287743","0.19901199109287743","0.19901199109287743"
"4265","0.22642635784735352","0.22642635784735352","0.22642635784735352"
"4275","0.11288909874311048","0.11288909874311048","0.11288909874311048"
"4285","0.17709637930445868","0.17709637930445868","0.17709637930445868"
"4295","1.123794361509665","1.123794361509665","1.123794361509665"
"4305","0.2760917140654141","0.2760917140654141","0.2760917140654141"
"4315","0.11692535219524693","0.11692535219524693","0.11692535219524693"
"4325","0.14974113051666657","0.14974113051666657","0.14974113051666657"
