"Step","baseline_roberta - train_inner/gnorm","baseline_roberta - train_inner/gnorm__MIN","baseline_roberta - train_inner/gnorm__MAX"
"14161","0.492","0.492","0.492"
"14162","0.486","0.486","0.486"
"14163","0.466","0.466","0.466"
"14164","0.459","0.459","0.459"
"14165","0.462","0.462","0.462"
"14166","0.516","0.516","0.516"
"14167","0.506","0.506","0.506"
"14168","0.527","0.527","0.527"
"14169","0.466","0.466","0.466"
"14170","0.451","0.451","0.451"
"14171","0.482","0.482","0.482"
"14172","0.46","0.46","0.46"
"14173","0.461","0.461","0.461"
"14174","0.481","0.481","0.481"
"14175","0.444","0.444","0.444"
"14176","0.446","0.446","0.446"
"14177","0.452","0.452","0.452"
"14178","0.442","0.442","0.442"
"14179","0.438","0.438","0.438"
"14180","0.458","0.458","0.458"
"14181","0.443","0.443","0.443"
"14182","0.458","0.458","0.458"
"14183","0.433","0.433","0.433"
"14184","0.441","0.441","0.441"
"14185","0.454","0.454","0.454"
"14186","0.455","0.455","0.455"
"14187","0.452","0.452","0.452"
"14188","0.434","0.434","0.434"
"14189","0.475","0.475","0.475"
"14190","0.486","0.486","0.486"
"14191","0.465","0.465","0.465"
"14192","0.471","0.471","0.471"
"14193","0.488","0.488","0.488"
"14194","0.476","0.476","0.476"
"14195","0.55","0.55","0.55"
"14196","0.533","0.533","0.533"
"14197","0.493","0.493","0.493"
"14198","0.52","0.52","0.52"
"14199","0.47","0.47","0.47"
"14200","0.539","0.539","0.539"
"14201","0.48","0.48","0.48"
"14202","0.545","0.545","0.545"
"14203","0.582","0.582","0.582"
"14204","0.51","0.51","0.51"
"14205","0.535","0.535","0.535"
"14206","0.538","0.538","0.538"
"14207","0.496","0.496","0.496"
"14208","0.469","0.469","0.469"
"14209","0.516","0.516","0.516"
"14210","0.495","0.495","0.495"
"14211","0.473","0.473","0.473"
"14212","0.441","0.441","0.441"
"14213","2.754","2.754","2.754"
"14214","0.687","0.687","0.687"
"14215","0.635","0.635","0.635"
"14216","0.522","0.522","0.522"
"14217","0.579","0.579","0.579"
"14218","0.541","0.541","0.541"
"14219","0.493","0.493","0.493"
"14220","0.501","0.501","0.501"
"14221","0.494","0.494","0.494"
"14222","0.532","0.532","0.532"
"14223","0.494","0.494","0.494"
"14224","0.466","0.466","0.466"
"14225","0.556","0.556","0.556"
"14226","0.499","0.499","0.499"
"14227","0.491","0.491","0.491"
"14228","0.531","0.531","0.531"
"14229","1.095","1.095","1.095"
"14230","0.616","0.616","0.616"
"14231","0.516","0.516","0.516"
"14232","0.538","0.538","0.538"
"14233","0.541","0.541","0.541"
"14234","0.493","0.493","0.493"
"14235","0.513","0.513","0.513"
"14236","0.487","0.487","0.487"
"14237","0.486","0.486","0.486"
"14238","0.473","0.473","0.473"
"14239","0.484","0.484","0.484"
"14240","0.488","0.488","0.488"
"14241","0.48","0.48","0.48"
"14242","0.471","0.471","0.471"
"14243","0.427","0.427","0.427"
"14244","0.472","0.472","0.472"
"14245","0.442","0.442","0.442"
"14246","0.439","0.439","0.439"
"14247","0.496","0.496","0.496"
"14248","0.432","0.432","0.432"
"14249","0.454","0.454","0.454"
"14251","0.477","0.477","0.477"
"14252","0.446","0.446","0.446"
"14253","0.449","0.449","0.449"
"14254","0.459","0.459","0.459"
"14255","0.466","0.466","0.466"
"14256","0.462","0.462","0.462"
"14257","0.451","0.451","0.451"
"14258","0.509","0.509","0.509"
"14259","0.444","0.444","0.444"
"14260","0.533","0.533","0.533"
"14261","0.481","0.481","0.481"
"14262","0.509","0.509","0.509"
"14263","0.513","0.513","0.513"
"14264","0.456","0.456","0.456"
"14265","0.488","0.488","0.488"
"14266","0.483","0.483","0.483"
"14267","0.525","0.525","0.525"
"14268","0.487","0.487","0.487"
"14269","0.517","0.517","0.517"
"14270","0.538","0.538","0.538"
"14271","0.52","0.52","0.52"
"14272","0.444","0.444","0.444"
"14273","0.469","0.469","0.469"
"14274","0.477","0.477","0.477"
"14275","0.468","0.468","0.468"
"14276","0.487","0.487","0.487"
"14277","0.506","0.506","0.506"
"14278","0.479","0.479","0.479"
"14279","0.485","0.485","0.485"
"14280","0.473","0.473","0.473"
"14281","0.514","0.514","0.514"
"14282","0.486","0.486","0.486"
"14283","0.487","0.487","0.487"
"14284","0.547","0.547","0.547"
"14285","0.549","0.549","0.549"
"14286","0.441","0.441","0.441"
"14287","0.516","0.516","0.516"
"14288","0.462","0.462","0.462"
"14289","0.492","0.492","0.492"
"14290","0.505","0.505","0.505"
"14291","0.486","0.486","0.486"
"14292","0.479","0.479","0.479"
"14293","0.492","0.492","0.492"
"14294","0.481","0.481","0.481"
"14295","0.478","0.478","0.478"
"14296","0.47","0.47","0.47"
"14297","0.498","0.498","0.498"
"14298","0.494","0.494","0.494"
"14299","0.492","0.492","0.492"
"14300","0.465","0.465","0.465"
"14301","0.51","0.51","0.51"
"14302","0.44","0.44","0.44"
"14303","0.526","0.526","0.526"
"14304","0.476","0.476","0.476"
"14305","0.515","0.515","0.515"
"14306","0.49","0.49","0.49"
"14307","0.484","0.484","0.484"
"14308","0.469","0.469","0.469"
"14309","0.472","0.472","0.472"
"14310","0.443","0.443","0.443"
"14311","0.48","0.48","0.48"
"14312","0.467","0.467","0.467"
"14313","0.49","0.49","0.49"
"14314","0.465","0.465","0.465"
"14315","0.429","0.429","0.429"
"14316","0.468","0.468","0.468"
"14317","0.436","0.436","0.436"
"14318","0.445","0.445","0.445"
"14319","0.522","0.522","0.522"
"14320","0.479","0.479","0.479"
"14321","0.475","0.475","0.475"
"14322","0.695","0.695","0.695"
"14323","0.479","0.479","0.479"
"14324","0.483","0.483","0.483"
"14325","0.505","0.505","0.505"
"14326","0.469","0.469","0.469"
"14327","0.496","0.496","0.496"
"14328","0.501","0.501","0.501"
"14329","0.486","0.486","0.486"
"14330","0.447","0.447","0.447"
"14331","0.456","0.456","0.456"
"14332","0.575","0.575","0.575"
"14333","0.432","0.432","0.432"
"14334","0.495","0.495","0.495"
"14335","0.498","0.498","0.498"
"14336","0.478","0.478","0.478"
"14337","0.514","0.514","0.514"
"14338","0.47","0.47","0.47"
"14339","0.494","0.494","0.494"
"14340","0.514","0.514","0.514"
"14341","0.485","0.485","0.485"
"14342","0.502","0.502","0.502"
"14343","0.492","0.492","0.492"
"14344","0.469","0.469","0.469"
"14345","0.432","0.432","0.432"
"14346","0.44","0.44","0.44"
"14347","0.439","0.439","0.439"
"14348","0.445","0.445","0.445"
"14349","0.439","0.439","0.439"
"14350","0.44","0.44","0.44"
"14351","0.466","0.466","0.466"
"14352","0.459","0.459","0.459"
"14353","0.446","0.446","0.446"
"14354","0.449","0.449","0.449"
"14355","0.461","0.461","0.461"
"14356","0.451","0.451","0.451"
"14357","0.439","0.439","0.439"
"14358","0.465","0.465","0.465"
"14359","0.429","0.429","0.429"
"14360","0.474","0.474","0.474"
"14361","0.449","0.449","0.449"
"14362","0.518","0.518","0.518"
"14363","0.48","0.48","0.48"
"14364","0.465","0.465","0.465"
"14365","0.475","0.475","0.475"
"14366","0.488","0.488","0.488"
"14367","0.451","0.451","0.451"
"14368","0.475","0.475","0.475"
"14369","0.481","0.481","0.481"
"14370","0.46","0.46","0.46"
"14371","0.469","0.469","0.469"
"14372","0.488","0.488","0.488"
"14373","0.427","0.427","0.427"
"14374","0.494","0.494","0.494"
"14375","0.436","0.436","0.436"
"14376","0.485","0.485","0.485"
"14377","0.447","0.447","0.447"
"14378","0.439","0.439","0.439"
"14379","0.457","0.457","0.457"
"14380","0.428","0.428","0.428"
"14381","0.454","0.454","0.454"
"14382","0.427","0.427","0.427"
"14383","0.448","0.448","0.448"
"14384","0.455","0.455","0.455"
"14385","0.467","0.467","0.467"
"14386","0.427","0.427","0.427"
"14387","0.465","0.465","0.465"
"14388","0.434","0.434","0.434"
"14389","0.444","0.444","0.444"
"14390","0.434","0.434","0.434"
"14391","0.434","0.434","0.434"
"14392","0.478","0.478","0.478"
"14393","0.506","0.506","0.506"
"14394","0.469","0.469","0.469"
"14395","0.476","0.476","0.476"
"14396","0.538","0.538","0.538"
"14397","0.465","0.465","0.465"
"14398","0.454","0.454","0.454"
"14399","0.472","0.472","0.472"
"14400","0.447","0.447","0.447"
"14401","0.492","0.492","0.492"
"14402","0.45","0.45","0.45"
"14403","0.476","0.476","0.476"
"14404","0.466","0.466","0.466"
"14405","0.476","0.476","0.476"
"14406","0.479","0.479","0.479"
"14407","0.457","0.457","0.457"
"14408","0.516","0.516","0.516"
"14409","0.495","0.495","0.495"
"14410","0.492","0.492","0.492"
"14411","0.457","0.457","0.457"
"14412","0.497","0.497","0.497"
"14413","0.489","0.489","0.489"
"14414","0.487","0.487","0.487"
"14415","0.497","0.497","0.497"
"14416","0.463","0.463","0.463"
"14417","0.477","0.477","0.477"
"14418","0.478","0.478","0.478"
"14419","0.483","0.483","0.483"
"14420","0.456","0.456","0.456"
"14421","0.463","0.463","0.463"
"14422","0.485","0.485","0.485"
"14423","0.44","0.44","0.44"
"14424","0.44","0.44","0.44"
"14425","0.441","0.441","0.441"
"14426","0.473","0.473","0.473"
"14427","0.449","0.449","0.449"
"14428","0.45","0.45","0.45"
"14429","0.471","0.471","0.471"
"14430","0.47","0.47","0.47"
"14431","0.466","0.466","0.466"
"14432","0.572","0.572","0.572"
"14433","0.469","0.469","0.469"
"14434","0.491","0.491","0.491"
"14435","0.513","0.513","0.513"
"14436","0.478","0.478","0.478"
"14437","0.437","0.437","0.437"
"14438","0.511","0.511","0.511"
"14439","0.468","0.468","0.468"
"14440","0.472","0.472","0.472"
"14441","0.463","0.463","0.463"
"14442","0.464","0.464","0.464"
"14443","0.472","0.472","0.472"
"14444","0.469","0.469","0.469"
"14445","0.492","0.492","0.492"
"14446","0.483","0.483","0.483"
"14447","0.494","0.494","0.494"
"14448","0.488","0.488","0.488"
"14449","0.48","0.48","0.48"
"14450","0.455","0.455","0.455"
"14451","0.463","0.463","0.463"
"14452","0.482","0.482","0.482"
"14453","0.448","0.448","0.448"
"14454","0.514","0.514","0.514"
"14455","0.426","0.426","0.426"
"14456","0.49","0.49","0.49"
"14457","0.484","0.484","0.484"
"14458","0.46","0.46","0.46"
"14459","0.49","0.49","0.49"
"14460","0.491","0.491","0.491"
"14461","0.467","0.467","0.467"
"14462","0.502","0.502","0.502"
"14463","0.493","0.493","0.493"
"14464","0.476","0.476","0.476"
"14465","0.502","0.502","0.502"
"14466","0.479","0.479","0.479"
"14467","0.469","0.469","0.469"
"14468","0.448","0.448","0.448"
"14469","0.492","0.492","0.492"
"14470","0.456","0.456","0.456"
"14471","0.48","0.48","0.48"
"14472","0.511","0.511","0.511"
"14473","0.463","0.463","0.463"
"14474","0.464","0.464","0.464"
"14475","0.45","0.45","0.45"
"14476","0.484","0.484","0.484"
"14477","0.407","0.407","0.407"
"14478","0.476","0.476","0.476"
"14479","0.507","0.507","0.507"
"14480","0.441","0.441","0.441"
"14481","0.457","0.457","0.457"
"14482","0.575","0.575","0.575"
"14483","0.59","0.59","0.59"
"14484","0.495","0.495","0.495"
"14485","0.491","0.491","0.491"
"14486","0.49","0.49","0.49"
"14487","0.466","0.466","0.466"
"14488","0.637","0.637","0.637"
"14489","0.512","0.512","0.512"
"14490","0.478","0.478","0.478"
"14491","0.545","0.545","0.545"
"14492","0.484","0.484","0.484"
"14493","0.468","0.468","0.468"
"14494","0.52","0.52","0.52"
"14495","0.477","0.477","0.477"
"14496","0.561","0.561","0.561"
"14497","0.534","0.534","0.534"
"14498","0.501","0.501","0.501"
"14499","0.515","0.515","0.515"
"14500","0.506","0.506","0.506"
"14501","0.509","0.509","0.509"
"14502","0.455","0.455","0.455"
"14503","0.497","0.497","0.497"
"14504","0.528","0.528","0.528"
"14505","0.505","0.505","0.505"
"14506","0.453","0.453","0.453"
"14507","0.485","0.485","0.485"
"14508","0.469","0.469","0.469"
"14509","0.456","0.456","0.456"
"14510","0.455","0.455","0.455"
"14511","0.466","0.466","0.466"
"14512","0.46","0.46","0.46"
"14513","0.453","0.453","0.453"
"14514","0.484","0.484","0.484"
"14515","0.465","0.465","0.465"
"14516","0.476","0.476","0.476"
"14517","0.475","0.475","0.475"
"14518","0.478","0.478","0.478"
"14519","0.424","0.424","0.424"
"14520","0.457","0.457","0.457"
"14521","0.485","0.485","0.485"
"14522","0.425","0.425","0.425"
"14523","0.469","0.469","0.469"
"14524","0.435","0.435","0.435"
"14525","0.45","0.45","0.45"
"14526","0.451","0.451","0.451"
"14527","0.474","0.474","0.474"
"14528","0.437","0.437","0.437"
"14529","0.496","0.496","0.496"
"14530","0.436","0.436","0.436"
"14531","0.448","0.448","0.448"
"14532","0.506","0.506","0.506"
"14533","0.486","0.486","0.486"
"14534","0.462","0.462","0.462"
"14535","0.457","0.457","0.457"
"14536","0.465","0.465","0.465"
"14537","0.439","0.439","0.439"
"14538","0.469","0.469","0.469"
"14539","0.483","0.483","0.483"
"14540","0.472","0.472","0.472"
"14541","0.456","0.456","0.456"
"14542","0.507","0.507","0.507"
"14543","0.521","0.521","0.521"
"14544","0.477","0.477","0.477"
"14545","0.516","0.516","0.516"
"14546","0.508","0.508","0.508"
"14547","0.481","0.481","0.481"
"14548","0.486","0.486","0.486"
"14549","0.459","0.459","0.459"
"14550","0.512","0.512","0.512"
"14551","0.448","0.448","0.448"
"14552","0.448","0.448","0.448"
"14553","0.46","0.46","0.46"
"14554","0.474","0.474","0.474"
"14555","0.433","0.433","0.433"
"14556","0.495","0.495","0.495"
"14557","0.475","0.475","0.475"
"14558","0.454","0.454","0.454"
"14559","0.486","0.486","0.486"
"14560","0.487","0.487","0.487"
"14561","0.513","0.513","0.513"
"14562","0.469","0.469","0.469"
"14563","0.484","0.484","0.484"
"14564","0.481","0.481","0.481"
"14565","0.48","0.48","0.48"
"14566","0.505","0.505","0.505"
"14567","0.474","0.474","0.474"
"14568","0.48","0.48","0.48"
"14569","0.474","0.474","0.474"
"14570","0.447","0.447","0.447"
"14571","0.473","0.473","0.473"
"14572","0.455","0.455","0.455"
"14573","0.437","0.437","0.437"
"14574","0.46","0.46","0.46"
"14575","0.433","0.433","0.433"
"14576","0.465","0.465","0.465"
"14577","0.45","0.45","0.45"
"14578","0.416","0.416","0.416"
"14579","0.513","0.513","0.513"
"14580","0.471","0.471","0.471"
"14581","0.463","0.463","0.463"
"14582","0.485","0.485","0.485"
"14583","0.481","0.481","0.481"
"14584","0.519","0.519","0.519"
"14585","0.513","0.513","0.513"
"14586","0.458","0.458","0.458"
"14587","0.509","0.509","0.509"
"14588","0.525","0.525","0.525"
"14589","0.48","0.48","0.48"
"14590","0.529","0.529","0.529"
"14591","0.442","0.442","0.442"
"14592","0.484","0.484","0.484"
"14593","0.481","0.481","0.481"
"14594","0.455","0.455","0.455"
"14595","0.488","0.488","0.488"
"14596","0.469","0.469","0.469"
"14597","0.477","0.477","0.477"
"14598","0.459","0.459","0.459"
"14599","0.47","0.47","0.47"
"14600","0.466","0.466","0.466"
"14601","0.476","0.476","0.476"
"14602","0.471","0.471","0.471"
"14603","0.473","0.473","0.473"
"14604","0.481","0.481","0.481"
"14605","0.433","0.433","0.433"
"14606","0.476","0.476","0.476"
"14607","0.439","0.439","0.439"
"14608","0.49","0.49","0.49"
"14609","0.476","0.476","0.476"
"14610","0.46","0.46","0.46"
"14611","0.456","0.456","0.456"
"14612","0.493","0.493","0.493"
"14613","0.459","0.459","0.459"
"14614","0.525","0.525","0.525"
"14615","0.47","0.47","0.47"
"14616","0.469","0.469","0.469"
"14617","0.433","0.433","0.433"
"14618","0.473","0.473","0.473"
"14619","0.468","0.468","0.468"
"14620","0.493","0.493","0.493"
"14621","0.47","0.47","0.47"
"14622","0.425","0.425","0.425"
"14623","0.422","0.422","0.422"
"14624","0.419","0.419","0.419"
"14625","0.676","0.676","0.676"
"14626","0.429","0.429","0.429"
"14627","0.438","0.438","0.438"
"14628","0.48","0.48","0.48"
"14629","0.467","0.467","0.467"
"14630","0.451","0.451","0.451"
"14631","0.467","0.467","0.467"
"14632","0.479","0.479","0.479"
"14633","0.486","0.486","0.486"
"14634","0.445","0.445","0.445"
"14635","0.477","0.477","0.477"
"14636","0.455","0.455","0.455"
"14637","0.44","0.44","0.44"
"14638","0.472","0.472","0.472"
"14639","0.474","0.474","0.474"
"14640","0.448","0.448","0.448"
"14641","0.505","0.505","0.505"
"14642","0.478","0.478","0.478"
"14643","0.526","0.526","0.526"
"14644","0.481","0.481","0.481"
"14645","0.517","0.517","0.517"
"14646","0.49","0.49","0.49"
"14647","0.447","0.447","0.447"
"14648","0.447","0.447","0.447"
"14649","0.441","0.441","0.441"
"14650","0.442","0.442","0.442"
"14651","0.465","0.465","0.465"
"14652","0.438","0.438","0.438"
"14653","0.443","0.443","0.443"
"14654","0.481","0.481","0.481"
"14655","0.442","0.442","0.442"
"14656","0.458","0.458","0.458"
"14657","0.461","0.461","0.461"
"14658","0.459","0.459","0.459"
"14659","0.429","0.429","0.429"
"14660","0.51","0.51","0.51"
"14661","0.469","0.469","0.469"
"14662","0.458","0.458","0.458"
"14663","0.472","0.472","0.472"
"14664","0.497","0.497","0.497"
"14665","0.475","0.475","0.475"
"14666","0.546","0.546","0.546"
"14667","0.521","0.521","0.521"
"14668","0.464","0.464","0.464"
"14669","0.527","0.527","0.527"
"14670","0.468","0.468","0.468"
"14671","0.498","0.498","0.498"
"14672","0.506","0.506","0.506"
"14673","0.489","0.489","0.489"
"14674","0.565","0.565","0.565"
"14675","0.487","0.487","0.487"
"14676","0.487","0.487","0.487"
"14677","0.497","0.497","0.497"
"14678","0.467","0.467","0.467"
"14679","0.488","0.488","0.488"
"14680","0.456","0.456","0.456"
"14681","0.453","0.453","0.453"
"14682","0.471","0.471","0.471"
"14683","0.501","0.501","0.501"
"14684","0.501","0.501","0.501"
"14685","0.454","0.454","0.454"
"14686","0.47","0.47","0.47"
"14687","0.489","0.489","0.489"
"14688","0.454","0.454","0.454"
"14689","0.496","0.496","0.496"
"14690","0.527","0.527","0.527"
"14691","0.492","0.492","0.492"
"14692","0.529","0.529","0.529"
"14693","0.56","0.56","0.56"
"14694","0.476","0.476","0.476"
"14695","0.523","0.523","0.523"
"14696","0.537","0.537","0.537"
"14697","0.527","0.527","0.527"
"14698","0.539","0.539","0.539"
"14699","0.472","0.472","0.472"
"14700","0.498","0.498","0.498"
"14701","0.464","0.464","0.464"
"14702","0.467","0.467","0.467"
"14703","0.441","0.441","0.441"
"14704","0.455","0.455","0.455"
"14705","0.421","0.421","0.421"
"14706","0.421","0.421","0.421"
"14707","0.433","0.433","0.433"
"14708","0.458","0.458","0.458"
"14709","0.466","0.466","0.466"
"14710","0.428","0.428","0.428"
"14711","0.461","0.461","0.461"
"14712","0.452","0.452","0.452"
"14713","0.454","0.454","0.454"
"14714","0.47","0.47","0.47"
"14715","0.462","0.462","0.462"
"14716","0.482","0.482","0.482"
"14717","0.459","0.459","0.459"
"14718","0.467","0.467","0.467"
"14719","0.447","0.447","0.447"
"14720","0.463","0.463","0.463"
"14721","0.479","0.479","0.479"
"14722","0.479","0.479","0.479"
"14723","0.47","0.47","0.47"
"14724","0.489","0.489","0.489"
"14725","0.445","0.445","0.445"
"14726","0.491","0.491","0.491"
"14727","0.509","0.509","0.509"
"14728","0.447","0.447","0.447"
"14729","0.471","0.471","0.471"
"14730","0.447","0.447","0.447"
"14731","0.461","0.461","0.461"
"14732","0.441","0.441","0.441"
"14733","0.441","0.441","0.441"
"14734","0.431","0.431","0.431"
"14735","0.471","0.471","0.471"
"14736","0.386","0.386","0.386"
"14737","0.457","0.457","0.457"
"14738","0.427","0.427","0.427"
"14739","0.445","0.445","0.445"
"14740","0.453","0.453","0.453"
"14741","0.457","0.457","0.457"
"14742","0.417","0.417","0.417"
"14743","0.469","0.469","0.469"
"14744","0.423","0.423","0.423"
"14745","0.458","0.458","0.458"
"14746","0.437","0.437","0.437"
"14747","0.482","0.482","0.482"
"14748","0.453","0.453","0.453"
"14749","0.487","0.487","0.487"
"14750","0.452","0.452","0.452"
"14751","0.468","0.468","0.468"
"14752","0.443","0.443","0.443"
"14753","0.468","0.468","0.468"
"14754","0.468","0.468","0.468"
"14755","0.515","0.515","0.515"
"14756","0.427","0.427","0.427"
"14757","0.56","0.56","0.56"
"14758","0.47","0.47","0.47"
"14759","0.507","0.507","0.507"
"14760","0.468","0.468","0.468"
"14761","0.516","0.516","0.516"
"14762","0.515","0.515","0.515"
